node_name	node_type
CL:0000513	0
CL:0000514	0
CL:0010021	0
CL:0008022	0
CL:0010008	0
CL:0011019	0
CL:1000309	0
CL:0011101	0
CL:2000060	0
CL:0000549	0
CL:0000550	0
CL:0000552	0
CL:0001012	0
CL:0001027	0
CL:0000595	0
CL:0002540	0
CL:0002541	0
CL:0002570	0
CL:0002571	0
CL:2000061	0
CL:0000573	0
CL:0000604	0
CL:0002422	0
CL:0002224	0
CL:0000748	0
CL:4023008	0
CL:4023009	0
CL:4023012	0
CL:4023013	0
CL:0002585	0
CL:0000775	0
CL:0000776	0
CL:0000990	0
CL:0002465	0
CL:0000827	0
CL:0001019	0
CL:0000864	0
CL:0009038	0
CL:0009048	0
CL:1001603	0
CL:2000055	0
CL:0000995	0
CL:0001008	0
CL:0001024	0
CL:0002246	0
CL:0002352	0
CL:0002359	0
CL:0001021	0
CL:0001028	0
CL:0001026	0
CL:0001054	0
CL:0001063	0
CL:0001064	0
CL:0001066	0
CL:0002000	0
CL:0002001	0
CL:0002005	0
CL:0002006	0
CL:0002012	0
CL:0002014	0
CL:0002015	0
CL:0002017	0
CL:0002019	0
CL:0002022	0
CL:0002033	0
CL:0002034	0
CL:0002035	0
CL:0002036	0
CL:0002043	0
CL:0002064	0
CL:0002068	0
CL:0002086	0
CL:0002072	0
CL:0002073	0
CL:2000046	0
CL:0002095	0
CL:0002262	0
CL:0002350	0
CL:0009092	0
CL:0009094	0
CL:0009095	0
CL:1000398	0
CL:1000412	0
CL:1000413	0
CL:1001572	0
CL:2000053	0
CL:0002144	0
CL:0002543	0
CL:0010006	0
CL:2000008	0
CL:2000010	0
CL:0011030	0
CL:2000016	0
CL:2000091	0
CL:0005012	0
CL:0002336	0
CL:1000222	0
CL:1000447	0
CL:0002632	0
CL:0002253	0
CL:0002254	0
CL:0002680	0
CL:0002333	0
CL:0002521	0
CL:0002454	0
CL:0002482	0
CL:0002484	0
CL:0002485	0
CL:1000458	0
CL:2000000	0
CL:4030000	0
CL:2000081	0
CL:0002538	0
CL:0019020	0
CL:0002539	0
CL:0002589	0
CL:0002591	0
CL:0002595	0
CL:0002596	0
CL:0008035	0
CL:0011007	0
CL:0002547	0
CL:0002551	0
CL:2000013	0
CL:3000000	0
CL:0002663	0
CL:1000482	0
CL:0002673	0
CL:0009097	0
CL:4023111	0
CL:0009024	0
CL:0009025	0
CL:1000444	0
CL:1000456	0
CL:1000457	0
CL:1000490	0
CL:1000491	0
CL:1000492	0
CL:1000493	0
CL:0009051	0
CL:1000279	0
CL:1000280	0
CL:0017500	0
GO:0005737	0
CL:0017502	0
CL:0017503	0
CL:0017504	0
GO:0005938	0
GO:0016528	0
GO:0032838	0
GO:0032839	0
GO:0061846	0
GO:0097014	0
GO:0099568	0
GO:0120111	0
GO:1904115	0
GO:1990917	0
CL:0017505	0
GO:0005634	0
CL:0017507	0
CL:0017509	0
GO:0001674	0
GO:0043073	0
CL:0019001	0
CL:1000330	0
CL:1000331	0
CL:1000332	0
CL:1000333	0
CL:0019002	0
CL:0019021	0
CL:0019022	0
CL:1000223	0
CL:1000275	0
